,Passenger Class,Sex,Age,# Siblings / Spouse,# Parents / Children,Fare,Port Embarked,Survived
982,Third,Male,74,0,0,7.78,Southampton,Did not survive
983,Third,Male,14,0,0,9.22,Southampton,Survived
984,Third,Male,24,0,0,7.8,Southampton,Did not survive
985,Third,Male,25,0,0,7.8,Southampton,Survived
986,Third,Male,34,0,0,8.05,Southampton,Did not survive
987,Third,Male,0,0,1,8.52,Cherbourg,Survived
988,Third,Female,16,1,1,8.52,Cherbourg,Survived
989,Third,Male,32,0,0,7.92,Southampton,Did not survive
990,Third,Male,30,0,0,8.05,Southampton,Did not survive
991,Third,Male,44,0,0,8.05,Southampton,Did not survive
992,Third,Male,7,1,1,15.25,Cherbourg,Survived
993,Third,Female,9,1,1,15.25,Cherbourg,Survived
994,Third,Female,29,0,2,15.25,Cherbourg,Survived
995,Third,Male,36,0,0,7.9,Southampton,Did not survive
996,Third,Female,18,0,0,9.84,Southampton,Survived
997,Third,Female,63,0,0,9.59,Southampton,Survived
998,Third,Male,12,1,1,14.5,Southampton,Did not survive
999,Third,Male,40,0,2,14.5,Southampton,Did not survive
1000,Third,Female,10,0,2,24.15,Southampton,Did not survive
1001,Third,Male,36,1,1,24.15,Southampton,Did not survive
1002,Third,Female,30,1,1,24.15,Southampton,Did not survive
1003,Third,Male,33,0,0,9.5,Southampton,Did not survive
1004,Third,Male,28,0,0,9.5,Southampton,Did not survive
1005,Third,Male,28,0,0,9.5,Southampton,Did not survive
1006,Third,Male,47,0,0,9.0,Southampton,Did not survive
1007,Third,Female,18,2,0,18.0,Southampton,Did not survive
1008,Third,Male,31,3,0,18.0,Southampton,Did not survive
1009,Third,Male,16,2,0,18.0,Southampton,Did not survive
1010,Third,Female,31,1,0,18.0,Southampton,Did not survive
1011,Third,Male,22,0,0,7.22,Cherbourg,Survived
1012,Third,Male,20,0,0,7.85,Southampton,Did not survive
1013,Third,Female,14,0,0,7.85,Southampton,Did not survive
1014,Third,Male,22,0,0,7.9,Southampton,Did not survive
1015,Third,Male,22,0,0,9.0,Southampton,Did not survive
1016,Third,Male,32,0,0,9.5,Southampton,Did not survive
1017,Third,Female,38,0,0,7.23,Cherbourg,Survived
1018,Third,Male,51,0,0,7.75,Southampton,Did not survive
1019,Third,Male,18,1,0,6.5,Southampton,Did not survive
1020,Third,Male,21,1,0,6.5,Southampton,Did not survive
1021,Third,Female,47,1,0,7.0,Southampton,Survived
1022,Third,Male,28,0,0,16.1,Southampton,Did not survive
1023,Third,Male,21,0,0,7.25,Southampton,Did not survive
1024,Third,Male,27,0,0,8.66,Southampton,Did not survive
1025,Third,Male,36,0,0,9.5,Southampton,Did not survive
1026,Third,Male,27,1,0,14.45,Cherbourg,Did not survive
1027,Third,Female,15,1,0,14.45,Cherbourg,Survived
1028,Third,Male,46,0,0,7.22,Cherbourg,Did not survive
1029,Third,Female,14,1,0,14.45,Cherbourg,Did not survive
1030,Third,Male,26,0,0,7.22,Cherbourg,Did not survive
1031,Third,Male,27,0,0,7.22,Cherbourg,Did not survive
1032,Third,Male,29,0,0,7.88,Southampton,Did not survive
